UAV_method,start_threshold,number_nodes,ground_width,ground_height,network_type,time_limit,number_task
least_power_partition,0.6,10,1000,1000,homogeneous,604800,135
least_power,0.7,10,1000,1000,homogeneous,604800,153
least_power_k,0.7,10,1000,1000,homogeneous,604800,139
least_power_partition,0.7,10,1000,1000,homogeneous,604800,143
least_power,0.8,10,1000,1000,homogeneous,604800,177
least_power_k,0.8,10,1000,1000,homogeneous,604800,165
least_power_partition,0.8,10,1000,1000,homogeneous,604800,174
least_power,0.4,20,10,10,homogeneous,604800,255
least_power_k,0.4,20,10,10,homogeneous,604800,257
least_power_partition,0.4,20,10,10,homogeneous,604800,255
least_power,0.5,20,10,10,homogeneous,604800,258
least_power_k,0.5,20,10,10,homogeneous,604800,256
least_power_partition,0.5,20,10,10,homogeneous,604800,257
least_power,0.6,20,10,10,homogeneous,604800,259
least_power_k,0.6,20,10,10,homogeneous,604800,259
least_power_partition,0.6,20,10,10,homogeneous,604800,260
least_power,0.7,20,10,10,homogeneous,604800,261
least_power_k,0.7,20,10,10,homogeneous,604800,260
least_power_partition,0.7,20,10,10,homogeneous,604800,262
least_power,0.8,20,10,10,homogeneous,604800,262
least_power_k,0.8,20,10,10,homogeneous,604800,262
least_power_partition,0.8,20,10,10,homogeneous,604800,262
least_power,0.4,20,100,100,homogeneous,604800,252
least_power_k,0.4,20,100,100,homogeneous,604800,252
least_power_partition,0.4,20,100,100,homogeneous,604800,250
least_power,0.5,20,100,100,homogeneous,604800,255
least_power_k,0.5,20,100,100,homogeneous,604800,254
least_power_partition,0.5,20,100,100,homogeneous,604800,256
least_power,0.6,20,100,100,homogeneous,604800,257
least_power_k,0.6,20,100,100,homogeneous,604800,257
least_power_partition,0.6,20,100,100,homogeneous,604800,256
least_power,0.7,20,100,100,homogeneous,604800,262
least_power_k,0.7,20,100,100,homogeneous,604800,260
least_power_partition,0.7,20,100,100,homogeneous,604800,260
least_power,0.8,20,100,100,homogeneous,604800,267
least_power_k,0.8,20,100,100,homogeneous,604800,262
least_power_partition,0.8,20,100,100,homogeneous,604800,265
least_power,0.4,20,500,500,homogeneous,604800,240
least_power_k,0.4,20,500,500,homogeneous,604800,237
least_power_partition,0.4,20,500,500,homogeneous,604800,237
least_power,0.5,20,500,500,homogeneous,604800,250
least_power_k,0.5,20,500,500,homogeneous,604800,243
least_power_partition,0.5,20,500,500,homogeneous,604800,247
least_power,0.6,20,500,500,homogeneous,604800,256
least_power_k,0.6,20,500,500,homogeneous,604800,248
least_power_partition,0.6,20,500,500,homogeneous,604800,250
least_power,0.7,20,500,500,homogeneous,604800,271
least_power_k,0.7,20,500,500,homogeneous,604800,259
least_power_partition,0.7,20,500,500,homogeneous,604800,264
least_power,0.8,20,500,500,homogeneous,604800,294
least_power_k,0.8,20,500,500,homogeneous,604800,270
least_power_partition,0.8,20,500,500,homogeneous,604800,276
least_power,0.4,20,1000,1000,homogeneous,604800,248
least_power_k,0.4,20,1000,1000,homogeneous,604800,242
least_power_partition,0.4,20,1000,1000,homogeneous,604800,240
least_power,0.5,20,1000,1000,homogeneous,604800,259
least_power_k,0.5,20,1000,1000,homogeneous,604800,251
least_power_partition,0.5,20,1000,1000,homogeneous,604800,254
least_power,0.6,20,1000,1000,homogeneous,604800,279
least_power_k,0.6,20,1000,1000,homogeneous,604800,259
least_power_partition,0.6,20,1000,1000,homogeneous,604800,266
least_power,0.7,20,1000,1000,homogeneous,604800,298
least_power_k,0.7,20,1000,1000,homogeneous,604800,277
least_power_partition,0.7,20,1000,1000,homogeneous,604800,281
least_power,0.8,20,1000,1000,homogeneous,604800,329
least_power_k,0.8,20,1000,1000,homogeneous,604800,317
least_power_partition,0.8,20,1000,1000,homogeneous,604800,311
least_power,0.4,50,10,10,homogeneous,604800,-1
least_power_k,0.4,50,10,10,homogeneous,604800,-1
least_power_partition,0.4,50,10,10,homogeneous,604800,-1
least_power,0.5,50,10,10,homogeneous,604800,643
least_power_k,0.5,50,10,10,homogeneous,604800,-1
least_power_partition,0.5,50,10,10,homogeneous,604800,-1
least_power,0.6,50,10,10,homogeneous,604800,645
least_power_k,0.6,50,10,10,homogeneous,604800,645
least_power_partition,0.6,50,10,10,homogeneous,604800,645
least_power,0.7,50,10,10,homogeneous,604800,650
least_power_k,0.7,50,10,10,homogeneous,604800,649
least_power_partition,0.7,50,10,10,homogeneous,604800,649
least_power,0.8,50,10,10,homogeneous,604800,655
least_power_k,0.8,50,10,10,homogeneous,604800,654
least_power_partition,0.8,50,10,10,homogeneous,604800,655
least_power,0.4,50,100,100,homogeneous,604800,-1
least_power_k,0.4,50,100,100,homogeneous,604800,-1
least_power_partition,0.4,50,100,100,homogeneous,604800,-1
least_power,0.5,50,100,100,homogeneous,604800,633
least_power_k,0.5,50,100,100,homogeneous,604800,629
least_power_partition,0.5,50,100,100,homogeneous,604800,-1
least_power,0.6,50,100,100,homogeneous,604800,639
least_power_k,0.6,50,100,100,homogeneous,604800,635
least_power_partition,0.6,50,100,100,homogeneous,604800,633
least_power,0.7,50,100,100,homogeneous,604800,651
least_power_k,0.7,50,100,100,homogeneous,604800,642
least_power_partition,0.7,50,100,100,homogeneous,604800,641
least_power,0.8,50,100,100,homogeneous,604800,659
least_power_k,0.8,50,100,100,homogeneous,604800,653
least_power_partition,0.8,50,100,100,homogeneous,604800,654
least_power,0.4,50,500,500,homogeneous,604800,-1
least_power_k,0.4,50,500,500,homogeneous,604800,-1
least_power_partition,0.4,50,500,500,homogeneous,604800,-1
least_power,0.5,50,500,500,homogeneous,604800,617
least_power_k,0.5,50,500,500,homogeneous,604800,604
least_power_partition,0.5,50,500,500,homogeneous,604800,598
least_power,0.6,50,500,500,homogeneous,604800,636
least_power_k,0.6,50,500,500,homogeneous,604800,612
least_power_partition,0.6,50,500,500,homogeneous,604800,605
least_power,0.7,50,500,500,homogeneous,604800,654
least_power_k,0.7,50,500,500,homogeneous,604800,636
least_power_partition,0.7,50,500,500,homogeneous,604800,628
least_power,0.8,50,500,500,homogeneous,604800,658
least_power_k,0.8,50,500,500,homogeneous,604800,659
least_power_partition,0.8,50,500,500,homogeneous,604800,659
least_power,0.4,50,1000,1000,homogeneous,604800,-1
least_power_k,0.4,50,1000,1000,homogeneous,604800,-1
least_power_partition,0.4,50,1000,1000,homogeneous,604800,-1
least_power,0.5,50,1000,1000,homogeneous,604800,630
least_power_k,0.5,50,1000,1000,homogeneous,604800,-1
least_power_partition,0.5,50,1000,1000,homogeneous,604800,609
least_power,0.6,50,1000,1000,homogeneous,604800,650
least_power_k,0.6,50,1000,1000,homogeneous,604800,629
least_power_partition,0.6,50,1000,1000,homogeneous,604800,623
least_power,0.7,50,1000,1000,homogeneous,604800,653
least_power_k,0.7,50,1000,1000,homogeneous,604800,655
least_power_partition,0.7,50,1000,1000,homogeneous,604800,653
least_power,0.8,50,1000,1000,homogeneous,604800,657
least_power_k,0.8,50,1000,1000,homogeneous,604800,658
least_power_partition,0.8,50,1000,1000,homogeneous,604800,659
least_power,0.4,100,10,10,homogeneous,604800,-1
least_power_k,0.4,100,10,10,homogeneous,604800,-1
least_power_partition,0.4,100,10,10,homogeneous,604800,-1
least_power,0.5,100,10,10,homogeneous,604800,-1
least_power_k,0.5,100,10,10,homogeneous,604800,-1
least_power_partition,0.5,100,10,10,homogeneous,604800,-1
least_power,0.6,100,10,10,homogeneous,604800,-1
least_power_k,0.6,100,10,10,homogeneous,604800,-1
least_power_partition,0.6,100,10,10,homogeneous,604800,-1
least_power,0.7,100,10,10,homogeneous,604800,-1
least_power_k,0.7,100,10,10,homogeneous,604800,-1
least_power_partition,0.7,100,10,10,homogeneous,604800,-1
least_power,0.8,100,10,10,homogeneous,604800,-1
least_power_k,0.8,100,10,10,homogeneous,604800,-1
least_power_partition,0.8,100,10,10,homogeneous,604800,-1
least_power,0.4,100,100,100,homogeneous,604800,-1
least_power_k,0.4,100,100,100,homogeneous,604800,-1
least_power_partition,0.4,100,100,100,homogeneous,604800,-1
least_power,0.5,100,100,100,homogeneous,604800,-1
least_power_k,0.5,100,100,100,homogeneous,604800,-1
least_power_partition,0.5,100,100,100,homogeneous,604800,-1
least_power,0.6,100,100,100,homogeneous,604800,-1
least_power_k,0.6,100,100,100,homogeneous,604800,-1
least_power_partition,0.6,100,100,100,homogeneous,604800,-1
least_power,0.7,100,100,100,homogeneous,604800,-1
least_power_k,0.7,100,100,100,homogeneous,604800,-1
least_power_partition,0.7,100,100,100,homogeneous,604800,-1
least_power,0.8,100,100,100,homogeneous,604800,-1
least_power_k,0.8,100,100,100,homogeneous,604800,-1
least_power_partition,0.8,100,100,100,homogeneous,604800,-1
least_power,0.4,100,500,500,homogeneous,604800,-1
least_power_k,0.4,100,500,500,homogeneous,604800,-1
least_power_partition,0.4,100,500,500,homogeneous,604800,-1
least_power,0.5,100,500,500,homogeneous,604800,-1
least_power_k,0.5,100,500,500,homogeneous,604800,-1
least_power_partition,0.5,100,500,500,homogeneous,604800,-1
least_power,0.6,100,500,500,homogeneous,604800,-1
least_power_k,0.6,100,500,500,homogeneous,604800,-1
least_power_partition,0.6,100,500,500,homogeneous,604800,-1
least_power,0.7,100,500,500,homogeneous,604800,-1
least_power_k,0.7,100,500,500,homogeneous,604800,-1
least_power_partition,0.7,100,500,500,homogeneous,604800,-1
least_power,0.8,100,500,500,homogeneous,604800,-1
least_power_k,0.8,100,500,500,homogeneous,604800,-1
least_power_partition,0.8,100,500,500,homogeneous,604800,-1
least_power,0.4,100,1000,1000,homogeneous,604800,-1
least_power_k,0.4,100,1000,1000,homogeneous,604800,-1
least_power_partition,0.4,100,1000,1000,homogeneous,604800,-1
least_power,0.5,100,1000,1000,homogeneous,604800,-1
least_power_k,0.5,100,1000,1000,homogeneous,604800,-1
least_power_partition,0.5,100,1000,1000,homogeneous,604800,-1
least_power,0.6,100,1000,1000,homogeneous,604800,-1
least_power_k,0.6,100,1000,1000,homogeneous,604800,-1
least_power_partition,0.6,100,1000,1000,homogeneous,604800,-1
least_power,0.7,100,1000,1000,homogeneous,604800,-1
least_power_k,0.7,100,1000,1000,homogeneous,604800,-1
least_power_partition,0.7,100,1000,1000,homogeneous,604800,-1
least_power,0.8,100,1000,1000,homogeneous,604800,-1
least_power_k,0.8,100,1000,1000,homogeneous,604800,-1
least_power_partition,0.8,100,1000,1000,homogeneous,604800,-1
