UAV_method,start_threshold,number_nodes,ground_width,ground_height,network_type,time_limit,number_task
least_power,0.3,20,100,100,homogeneous,604800,207
least_power_k,0.3,20,100,100,homogeneous,604800,207
least_power_partition,0.3,20,100,100,homogeneous,604800,209
least_power,0.4,20,100,100,homogeneous,604800,210
least_power_k,0.4,20,100,100,homogeneous,604800,210
least_power_partition,0.4,20,100,100,homogeneous,604800,210
least_power,0.1,20,500,500,homogeneous,604800,-1
least_power_k,0.1,20,500,500,homogeneous,604800,-1
least_power_partition,0.1,20,500,500,homogeneous,604800,-1
least_power,0.2,20,500,500,homogeneous,604800,239
least_power_k,0.2,20,500,500,homogeneous,604800,239
least_power_partition,0.2,20,500,500,homogeneous,604800,-1
least_power,0.3,20,500,500,homogeneous,604800,239
least_power_k,0.3,20,500,500,homogeneous,604800,240
least_power_partition,0.3,20,500,500,homogeneous,604800,236
least_power,0.4,20,500,500,homogeneous,604800,242
least_power_k,0.4,20,500,500,homogeneous,604800,241
least_power_partition,0.4,20,500,500,homogeneous,604800,239
least_power,0.1,20,1000,1000,homogeneous,604800,-1
least_power_k,0.1,20,1000,1000,homogeneous,604800,-1
least_power_partition,0.1,20,1000,1000,homogeneous,604800,-1
least_power,0.2,20,1000,1000,homogeneous,604800,-1
least_power_k,0.2,20,1000,1000,homogeneous,604800,-1
least_power_partition,0.2,20,1000,1000,homogeneous,604800,-1
least_power,0.3,20,1000,1000,homogeneous,604800,289
least_power_k,0.3,20,1000,1000,homogeneous,604800,291
least_power_partition,0.3,20,1000,1000,homogeneous,604800,276
least_power,0.4,20,1000,1000,homogeneous,604800,291
least_power_k,0.4,20,1000,1000,homogeneous,604800,290
least_power_partition,0.4,20,1000,1000,homogeneous,604800,279
least_power,0.1,50,10,10,homogeneous,604800,-1
least_power_k,0.1,50,10,10,homogeneous,604800,-1
least_power_partition,0.1,50,10,10,homogeneous,604800,-1
least_power,0.2,50,10,10,homogeneous,604800,-1
least_power_k,0.2,50,10,10,homogeneous,604800,-1
least_power_partition,0.2,50,10,10,homogeneous,604800,-1
least_power,0.3,50,10,10,homogeneous,604800,-1
least_power_k,0.3,50,10,10,homogeneous,604800,-1
least_power_partition,0.3,50,10,10,homogeneous,604800,-1
least_power,0.4,50,10,10,homogeneous,604800,-1
least_power_k,0.4,50,10,10,homogeneous,604800,-1
least_power_partition,0.4,50,10,10,homogeneous,604800,-1
least_power,0.1,50,100,100,homogeneous,604800,-1
least_power_k,0.1,50,100,100,homogeneous,604800,-1
least_power_partition,0.1,50,100,100,homogeneous,604800,-1
least_power,0.2,50,100,100,homogeneous,604800,-1
least_power_k,0.2,50,100,100,homogeneous,604800,-1
least_power_partition,0.2,50,100,100,homogeneous,604800,-1
least_power,0.3,50,100,100,homogeneous,604800,-1
least_power_k,0.3,50,100,100,homogeneous,604800,-1
least_power_partition,0.3,50,100,100,homogeneous,604800,-1
least_power,0.4,50,100,100,homogeneous,604800,-1
least_power_k,0.4,50,100,100,homogeneous,604800,-1
least_power_partition,0.4,50,100,100,homogeneous,604800,-1
least_power,0.1,50,500,500,homogeneous,604800,-1
least_power_k,0.1,50,500,500,homogeneous,604800,-1
least_power_partition,0.1,50,500,500,homogeneous,604800,-1
least_power,0.2,50,500,500,homogeneous,604800,-1
least_power_k,0.2,50,500,500,homogeneous,604800,-1
least_power_partition,0.2,50,500,500,homogeneous,604800,-1
least_power,0.3,50,500,500,homogeneous,604800,-1
least_power_k,0.3,50,500,500,homogeneous,604800,-1
least_power_partition,0.3,50,500,500,homogeneous,604800,-1
least_power,0.4,50,500,500,homogeneous,604800,-1
least_power_k,0.4,50,500,500,homogeneous,604800,-1
least_power_partition,0.4,50,500,500,homogeneous,604800,-1
least_power,0.1,50,1000,1000,homogeneous,604800,-1
least_power_k,0.1,50,1000,1000,homogeneous,604800,-1
least_power_partition,0.1,50,1000,1000,homogeneous,604800,-1
least_power,0.2,50,1000,1000,homogeneous,604800,-1
least_power_k,0.2,50,1000,1000,homogeneous,604800,-1
least_power_partition,0.2,50,1000,1000,homogeneous,604800,-1
least_power,0.3,50,1000,1000,homogeneous,604800,-1
least_power_k,0.3,50,1000,1000,homogeneous,604800,-1
least_power_partition,0.3,50,1000,1000,homogeneous,604800,-1
least_power,0.4,50,1000,1000,homogeneous,604800,-1
least_power_k,0.4,50,1000,1000,homogeneous,604800,-1
least_power_partition,0.4,50,1000,1000,homogeneous,604800,-1
least_power,0.1,100,10,10,homogeneous,604800,-1
least_power_k,0.1,100,10,10,homogeneous,604800,-1
least_power_partition,0.1,100,10,10,homogeneous,604800,-1
least_power,0.2,100,10,10,homogeneous,604800,-1
least_power_k,0.2,100,10,10,homogeneous,604800,-1
least_power_partition,0.2,100,10,10,homogeneous,604800,-1
least_power,0.3,100,10,10,homogeneous,604800,-1
least_power_k,0.3,100,10,10,homogeneous,604800,-1
least_power_partition,0.3,100,10,10,homogeneous,604800,-1
least_power,0.4,100,10,10,homogeneous,604800,-1
least_power_k,0.4,100,10,10,homogeneous,604800,-1
least_power_partition,0.4,100,10,10,homogeneous,604800,-1
least_power,0.1,100,100,100,homogeneous,604800,-1
least_power_k,0.1,100,100,100,homogeneous,604800,-1
least_power_partition,0.1,100,100,100,homogeneous,604800,-1
least_power,0.2,100,100,100,homogeneous,604800,-1
least_power_k,0.2,100,100,100,homogeneous,604800,-1
least_power_partition,0.2,100,100,100,homogeneous,604800,-1
least_power,0.3,100,100,100,homogeneous,604800,-1
least_power_k,0.3,100,100,100,homogeneous,604800,-1
least_power_partition,0.3,100,100,100,homogeneous,604800,-1
least_power,0.4,100,100,100,homogeneous,604800,-1
least_power_k,0.4,100,100,100,homogeneous,604800,-1
least_power_partition,0.4,100,100,100,homogeneous,604800,-1
least_power,0.1,100,500,500,homogeneous,604800,-1
least_power_k,0.1,100,500,500,homogeneous,604800,-1
least_power_partition,0.1,100,500,500,homogeneous,604800,-1
least_power,0.2,100,500,500,homogeneous,604800,-1
least_power_k,0.2,100,500,500,homogeneous,604800,-1
least_power_partition,0.2,100,500,500,homogeneous,604800,-1
least_power,0.3,100,500,500,homogeneous,604800,-1
least_power_k,0.3,100,500,500,homogeneous,604800,-1
least_power_partition,0.3,100,500,500,homogeneous,604800,-1
least_power,0.4,100,500,500,homogeneous,604800,-1
least_power_k,0.4,100,500,500,homogeneous,604800,-1
least_power_partition,0.4,100,500,500,homogeneous,604800,-1
least_power,0.1,100,1000,1000,homogeneous,604800,-1
least_power_k,0.1,100,1000,1000,homogeneous,604800,-1
least_power_partition,0.1,100,1000,1000,homogeneous,604800,-1
least_power,0.2,100,1000,1000,homogeneous,604800,-1
least_power_k,0.2,100,1000,1000,homogeneous,604800,-1
least_power_partition,0.2,100,1000,1000,homogeneous,604800,-1
least_power,0.3,100,1000,1000,homogeneous,604800,-1
least_power_k,0.3,100,1000,1000,homogeneous,604800,-1
least_power_partition,0.3,100,1000,1000,homogeneous,604800,-1
least_power,0.4,100,1000,1000,homogeneous,604800,-1
least_power_k,0.4,100,1000,1000,homogeneous,604800,-1
least_power_partition,0.4,100,1000,1000,homogeneous,604800,-1
