UAV_method,start_threshold,number_nodes,ground_width,ground_height,network_type,time_limit,number_task
least_power,0.6,10,100,100,homogeneous2,604800,132
least_power_k,0.6,10,100,100,homogeneous2,604800,132
least_power_partition,0.6,10,100,100,homogeneous2,604800,132
least_power,0.7,10,100,100,homogeneous2,604800,133
least_power_k,0.7,10,100,100,homogeneous2,604800,132
least_power_partition,0.7,10,100,100,homogeneous2,604800,132
least_power,0.8,10,100,100,homogeneous2,604800,135
least_power_k,0.8,10,100,100,homogeneous2,604800,134
least_power_partition,0.8,10,100,100,homogeneous2,604800,158
least_power,0.3,10,500,500,homogeneous,604800,116
least_power_k,0.3,10,500,500,homogeneous,604800,114
least_power_partition,0.3,10,500,500,homogeneous,604800,117
least_power,0.4,10,500,500,homogeneous,604800,118
least_power_k,0.4,10,500,500,homogeneous,604800,116
least_power_partition,0.4,10,500,500,homogeneous,604800,119
least_power,0.5,10,500,500,homogeneous,604800,125
least_power_k,0.5,10,500,500,homogeneous,604800,122
least_power_partition,0.5,10,500,500,homogeneous,604800,123
least_power,0.6,10,500,500,homogeneous,604800,129
least_power_k,0.6,10,500,500,homogeneous,604800,124
least_power_partition,0.6,10,500,500,homogeneous,604800,127
least_power,0.7,10,500,500,homogeneous,604800,139
least_power_k,0.7,10,500,500,homogeneous,604800,129
least_power_partition,0.7,10,500,500,homogeneous,604800,134
least_power,0.8,10,500,500,homogeneous,604800,153
least_power_k,0.8,10,500,500,homogeneous,604800,136
least_power_partition,0.8,10,500,500,homogeneous,604800,149
least_power,0.3,10,500,500,homogeneous2,604800,118
least_power_k,0.3,10,500,500,homogeneous2,604800,116
least_power_partition,0.3,10,500,500,homogeneous2,604800,115
least_power,0.4,10,500,500,homogeneous2,604800,119
least_power_k,0.4,10,500,500,homogeneous2,604800,118
least_power_partition,0.4,10,500,500,homogeneous2,604800,116
least_power,0.5,10,500,500,homogeneous2,604800,125
least_power_k,0.5,10,500,500,homogeneous2,604800,120
least_power_partition,0.5,10,500,500,homogeneous2,604800,124
least_power,0.6,10,500,500,homogeneous2,604800,128
least_power_k,0.6,10,500,500,homogeneous2,604800,124
least_power_partition,0.6,10,500,500,homogeneous2,604800,127
least_power,0.7,10,500,500,homogeneous2,604800,133
least_power_k,0.7,10,500,500,homogeneous2,604800,130
least_power_partition,0.7,10,500,500,homogeneous2,604800,130
least_power,0.8,10,500,500,homogeneous2,604800,149
least_power_k,0.8,10,500,500,homogeneous2,604800,133
least_power_partition,0.8,10,500,500,homogeneous2,604800,135
least_power,0.3,10,1000,1000,homogeneous,604800,124
least_power_k,0.3,10,1000,1000,homogeneous,604800,120
least_power_partition,0.3,10,1000,1000,homogeneous,604800,119
least_power,0.4,10,1000,1000,homogeneous,604800,125
least_power_k,0.4,10,1000,1000,homogeneous,604800,120
least_power_partition,0.4,10,1000,1000,homogeneous,604800,125
least_power,0.5,10,1000,1000,homogeneous,604800,129
least_power_k,0.5,10,1000,1000,homogeneous,604800,127
least_power_partition,0.5,10,1000,1000,homogeneous,604800,130
least_power,0.6,10,1000,1000,homogeneous,604800,139
least_power_k,0.6,10,1000,1000,homogeneous,604800,132
least_power_partition,0.6,10,1000,1000,homogeneous,604800,135
least_power,0.7,10,1000,1000,homogeneous,604800,155
least_power_k,0.7,10,1000,1000,homogeneous,604800,137
least_power_partition,0.7,10,1000,1000,homogeneous,604800,143
least_power,0.8,10,1000,1000,homogeneous,604800,179
least_power_k,0.8,10,1000,1000,homogeneous,604800,171
least_power_partition,0.8,10,1000,1000,homogeneous,604800,167
least_power,0.3,10,1000,1000,homogeneous2,604800,127
least_power_k,0.3,10,1000,1000,homogeneous2,604800,121
least_power_partition,0.3,10,1000,1000,homogeneous2,604800,118
least_power,0.4,10,1000,1000,homogeneous2,604800,127
least_power_k,0.4,10,1000,1000,homogeneous2,604800,124
least_power_partition,0.4,10,1000,1000,homogeneous2,604800,121
least_power,0.5,10,1000,1000,homogeneous2,604800,134
least_power_k,0.5,10,1000,1000,homogeneous2,604800,126
least_power_partition,0.5,10,1000,1000,homogeneous2,604800,130
least_power,0.6,10,1000,1000,homogeneous2,604800,142
least_power_k,0.6,10,1000,1000,homogeneous2,604800,135
least_power_partition,0.6,10,1000,1000,homogeneous2,604800,134
least_power,0.7,10,1000,1000,homogeneous2,604800,156
least_power_k,0.7,10,1000,1000,homogeneous2,604800,138
least_power_partition,0.7,10,1000,1000,homogeneous2,604800,154
least_power,0.8,10,1000,1000,homogeneous2,604800,185
least_power_k,0.8,10,1000,1000,homogeneous2,604800,171
least_power_partition,0.8,10,1000,1000,homogeneous2,604800,173
least_power,0.3,20,10,10,homogeneous,604800,254
least_power_k,0.3,20,10,10,homogeneous,604800,254
least_power_partition,0.3,20,10,10,homogeneous,604800,256
least_power,0.4,20,10,10,homogeneous,604800,255
least_power_k,0.4,20,10,10,homogeneous,604800,256
least_power_partition,0.4,20,10,10,homogeneous,604800,256
least_power,0.5,20,10,10,homogeneous,604800,258
least_power_k,0.5,20,10,10,homogeneous,604800,256
least_power_partition,0.5,20,10,10,homogeneous,604800,258
least_power,0.6,20,10,10,homogeneous,604800,259
least_power_k,0.6,20,10,10,homogeneous,604800,259
least_power_partition,0.6,20,10,10,homogeneous,604800,259
least_power,0.7,20,10,10,homogeneous,604800,260
least_power_k,0.7,20,10,10,homogeneous,604800,260
least_power_partition,0.7,20,10,10,homogeneous,604800,261
least_power,0.8,20,10,10,homogeneous,604800,263
least_power_k,0.8,20,10,10,homogeneous,604800,262
least_power_partition,0.8,20,10,10,homogeneous,604800,263
least_power,0.3,20,10,10,homogeneous2,604800,262
least_power_k,0.3,20,10,10,homogeneous2,604800,266
least_power_partition,0.3,20,10,10,homogeneous2,604800,262
least_power,0.4,20,10,10,homogeneous2,604800,264
least_power_k,0.4,20,10,10,homogeneous2,604800,265
least_power_partition,0.4,20,10,10,homogeneous2,604800,265
least_power,0.5,20,10,10,homogeneous2,604800,266
least_power_k,0.5,20,10,10,homogeneous2,604800,265
least_power_partition,0.5,20,10,10,homogeneous2,604800,266
least_power,0.6,20,10,10,homogeneous2,604800,267
least_power_k,0.6,20,10,10,homogeneous2,604800,268
least_power_partition,0.6,20,10,10,homogeneous2,604800,267
least_power,0.7,20,10,10,homogeneous2,604800,269
least_power_k,0.7,20,10,10,homogeneous2,604800,269
least_power_partition,0.7,20,10,10,homogeneous2,604800,270
least_power,0.8,20,10,10,homogeneous2,604800,271
least_power_k,0.8,20,10,10,homogeneous2,604800,270
least_power_partition,0.8,20,10,10,homogeneous2,604800,271
least_power,0.3,20,100,100,homogeneous,604800,249
least_power_k,0.3,20,100,100,homogeneous,604800,250
least_power_partition,0.3,20,100,100,homogeneous,604800,249
least_power,0.4,20,100,100,homogeneous,604800,250
least_power_k,0.4,20,100,100,homogeneous,604800,251
least_power_partition,0.4,20,100,100,homogeneous,604800,248
least_power,0.5,20,100,100,homogeneous,604800,253
least_power_k,0.5,20,100,100,homogeneous,604800,252
least_power_partition,0.5,20,100,100,homogeneous,604800,254
least_power,0.6,20,100,100,homogeneous,604800,255
least_power_k,0.6,20,100,100,homogeneous,604800,254
least_power_partition,0.6,20,100,100,homogeneous,604800,253
least_power,0.7,20,100,100,homogeneous,604800,260
least_power_k,0.7,20,100,100,homogeneous,604800,258
least_power_partition,0.7,20,100,100,homogeneous,604800,257
least_power,0.8,20,100,100,homogeneous,604800,264
least_power_k,0.8,20,100,100,homogeneous,604800,260
least_power_partition,0.8,20,100,100,homogeneous,604800,261
least_power,0.3,20,100,100,homogeneous2,604800,254
least_power_k,0.3,20,100,100,homogeneous2,604800,254
least_power_partition,0.3,20,100,100,homogeneous2,604800,254
least_power,0.4,20,100,100,homogeneous2,604800,256
least_power_k,0.4,20,100,100,homogeneous2,604800,256
least_power_partition,0.4,20,100,100,homogeneous2,604800,255
least_power,0.5,20,100,100,homogeneous2,604800,260
least_power_k,0.5,20,100,100,homogeneous2,604800,257
least_power_partition,0.5,20,100,100,homogeneous2,604800,258
least_power,0.6,20,100,100,homogeneous2,604800,261
least_power_k,0.6,20,100,100,homogeneous2,604800,259
least_power_partition,0.6,20,100,100,homogeneous2,604800,260
least_power,0.7,20,100,100,homogeneous2,604800,264
least_power_k,0.7,20,100,100,homogeneous2,604800,263
least_power_partition,0.7,20,100,100,homogeneous2,604800,262
least_power,0.8,20,100,100,homogeneous2,604800,269
least_power_k,0.8,20,100,100,homogeneous2,604800,266
least_power_partition,0.8,20,100,100,homogeneous2,604800,265
least_power,0.3,20,500,500,homogeneous,604800,235
least_power_k,0.3,20,500,500,homogeneous,604800,231
least_power_partition,0.3,20,500,500,homogeneous,604800,230
least_power,0.4,20,500,500,homogeneous,604800,237
least_power_k,0.4,20,500,500,homogeneous,604800,236
least_power_partition,0.4,20,500,500,homogeneous,604800,237
least_power,0.5,20,500,500,homogeneous,604800,249
least_power_k,0.5,20,500,500,homogeneous,604800,242
least_power_partition,0.5,20,500,500,homogeneous,604800,241
least_power,0.6,20,500,500,homogeneous,604800,254
least_power_k,0.6,20,500,500,homogeneous,604800,244
least_power_partition,0.6,20,500,500,homogeneous,604800,247
least_power,0.7,20,500,500,homogeneous,604800,270
least_power_k,0.7,20,500,500,homogeneous,604800,257
least_power_partition,0.7,20,500,500,homogeneous,604800,259
least_power,0.8,20,500,500,homogeneous,604800,292
least_power_k,0.8,20,500,500,homogeneous,604800,271
least_power_partition,0.8,20,500,500,homogeneous,604800,276
least_power,0.3,20,500,500,homogeneous2,604800,243
least_power_k,0.3,20,500,500,homogeneous2,604800,240
least_power_partition,0.3,20,500,500,homogeneous2,604800,239
least_power,0.4,20,500,500,homogeneous2,604800,244
least_power_k,0.4,20,500,500,homogeneous2,604800,242
least_power_partition,0.4,20,500,500,homogeneous2,604800,243
least_power,0.5,20,500,500,homogeneous2,604800,256
least_power_k,0.5,20,500,500,homogeneous2,604800,249
least_power_partition,0.5,20,500,500,homogeneous2,604800,251
least_power,0.6,20,500,500,homogeneous2,604800,260
least_power_k,0.6,20,500,500,homogeneous2,604800,250
least_power_partition,0.6,20,500,500,homogeneous2,604800,251
least_power,0.7,20,500,500,homogeneous2,604800,277
least_power_k,0.7,20,500,500,homogeneous2,604800,263
least_power_partition,0.7,20,500,500,homogeneous2,604800,270
least_power,0.8,20,500,500,homogeneous2,604800,295
least_power_k,0.8,20,500,500,homogeneous2,604800,273
least_power_partition,0.8,20,500,500,homogeneous2,604800,280
least_power,0.3,20,1000,1000,homogeneous,604800,247
least_power_k,0.3,20,1000,1000,homogeneous,604800,236
least_power_partition,0.3,20,1000,1000,homogeneous,604800,235
least_power,0.4,20,1000,1000,homogeneous,604800,248
least_power_k,0.4,20,1000,1000,homogeneous,604800,240
least_power_partition,0.4,20,1000,1000,homogeneous,604800,240
least_power,0.5,20,1000,1000,homogeneous,604800,257
least_power_k,0.5,20,1000,1000,homogeneous,604800,249
least_power_partition,0.5,20,1000,1000,homogeneous,604800,253
least_power,0.6,20,1000,1000,homogeneous,604800,280
least_power_k,0.6,20,1000,1000,homogeneous,604800,257
least_power_partition,0.6,20,1000,1000,homogeneous,604800,256
least_power,0.7,20,1000,1000,homogeneous,604800,296
least_power_k,0.7,20,1000,1000,homogeneous,604800,276
least_power_partition,0.7,20,1000,1000,homogeneous,604800,286
least_power,0.8,20,1000,1000,homogeneous,604800,336
least_power_k,0.8,20,1000,1000,homogeneous,604800,308
least_power_partition,0.8,20,1000,1000,homogeneous,604800,316
least_power,0.3,20,1000,1000,homogeneous2,604800,259
least_power_k,0.3,20,1000,1000,homogeneous2,604800,247
least_power_partition,0.3,20,1000,1000,homogeneous2,604800,244
least_power,0.4,20,1000,1000,homogeneous2,604800,259
least_power_k,0.4,20,1000,1000,homogeneous2,604800,249
least_power_partition,0.4,20,1000,1000,homogeneous2,604800,249
least_power,0.5,20,1000,1000,homogeneous2,604800,265
least_power_k,0.5,20,1000,1000,homogeneous2,604800,260
least_power_partition,0.5,20,1000,1000,homogeneous2,604800,263
least_power,0.6,20,1000,1000,homogeneous2,604800,294
least_power_k,0.6,20,1000,1000,homogeneous2,604800,270
least_power_partition,0.6,20,1000,1000,homogeneous2,604800,272
least_power,0.7,20,1000,1000,homogeneous2,604800,308
least_power_k,0.7,20,1000,1000,homogeneous2,604800,286
least_power_partition,0.7,20,1000,1000,homogeneous2,604800,288
least_power,0.8,20,1000,1000,homogeneous2,604800,346
least_power_k,0.8,20,1000,1000,homogeneous2,604800,320
least_power_partition,0.8,20,1000,1000,homogeneous2,604800,324
least_power,0.3,50,10,10,homogeneous,604800,-1
least_power_k,0.3,50,10,10,homogeneous,604800,-1
least_power_partition,0.3,50,10,10,homogeneous,604800,-1
least_power,0.4,50,10,10,homogeneous,604800,-1
least_power_k,0.4,50,10,10,homogeneous,604800,-1
least_power_partition,0.4,50,10,10,homogeneous,604800,-1
least_power,0.5,50,10,10,homogeneous,604800,643
least_power_k,0.5,50,10,10,homogeneous,604800,-1
least_power_partition,0.5,50,10,10,homogeneous,604800,642
least_power,0.6,50,10,10,homogeneous,604800,645
least_power_k,0.6,50,10,10,homogeneous,604800,-1
least_power_partition,0.6,50,10,10,homogeneous,604800,645
least_power,0.7,50,10,10,homogeneous,604800,650
least_power_k,0.7,50,10,10,homogeneous,604800,649
least_power_partition,0.7,50,10,10,homogeneous,604800,649
least_power,0.8,50,10,10,homogeneous,604800,655
least_power_k,0.8,50,10,10,homogeneous,604800,654
least_power_partition,0.8,50,10,10,homogeneous,604800,654
least_power,0.3,50,10,10,homogeneous2,604800,-1
least_power_k,0.3,50,10,10,homogeneous2,604800,-1
least_power_partition,0.3,50,10,10,homogeneous2,604800,-1
least_power,0.4,50,10,10,homogeneous2,604800,655
least_power_k,0.4,50,10,10,homogeneous2,604800,656
least_power_partition,0.4,50,10,10,homogeneous2,604800,655
least_power,0.5,50,10,10,homogeneous2,604800,660
least_power_k,0.5,50,10,10,homogeneous2,604800,660
least_power_partition,0.5,50,10,10,homogeneous2,604800,659
least_power,0.6,50,10,10,homogeneous2,604800,663
least_power_k,0.6,50,10,10,homogeneous2,604800,662
least_power_partition,0.6,50,10,10,homogeneous2,604800,663
least_power,0.7,50,10,10,homogeneous2,604800,667
least_power_k,0.7,50,10,10,homogeneous2,604800,666
least_power_partition,0.7,50,10,10,homogeneous2,604800,666
least_power,0.8,50,10,10,homogeneous2,604800,670
least_power_k,0.8,50,10,10,homogeneous2,604800,669
least_power_partition,0.8,50,10,10,homogeneous2,604800,669
least_power,0.3,50,100,100,homogeneous,604800,-1
least_power_k,0.3,50,100,100,homogeneous,604800,-1
least_power_partition,0.3,50,100,100,homogeneous,604800,-1
least_power,0.4,50,100,100,homogeneous,604800,-1
least_power_k,0.4,50,100,100,homogeneous,604800,-1
least_power_partition,0.4,50,100,100,homogeneous,604800,-1
least_power,0.5,50,100,100,homogeneous,604800,634
least_power_k,0.5,50,100,100,homogeneous,604800,-1
least_power_partition,0.5,50,100,100,homogeneous,604800,-1
least_power,0.6,50,100,100,homogeneous,604800,640
least_power_k,0.6,50,100,100,homogeneous,604800,636
least_power_partition,0.6,50,100,100,homogeneous,604800,634
least_power,0.7,50,100,100,homogeneous,604800,651
least_power_k,0.7,50,100,100,homogeneous,604800,643
least_power_partition,0.7,50,100,100,homogeneous,604800,642
least_power,0.8,50,100,100,homogeneous,604800,659
least_power_k,0.8,50,100,100,homogeneous,604800,654
least_power_partition,0.8,50,100,100,homogeneous,604800,656
least_power,0.3,50,100,100,homogeneous2,604800,-1
least_power_k,0.3,50,100,100,homogeneous2,604800,-1
least_power_partition,0.3,50,100,100,homogeneous2,604800,-1
least_power,0.4,50,100,100,homogeneous2,604800,647
least_power_k,0.4,50,100,100,homogeneous2,604800,645
least_power_partition,0.4,50,100,100,homogeneous2,604800,645
least_power,0.5,50,100,100,homogeneous2,604800,654
least_power_k,0.5,50,100,100,homogeneous2,604800,650
least_power_partition,0.5,50,100,100,homogeneous2,604800,651
least_power,0.6,50,100,100,homogeneous2,604800,660
least_power_k,0.6,50,100,100,homogeneous2,604800,655
least_power_partition,0.6,50,100,100,homogeneous2,604800,654
least_power,0.7,50,100,100,homogeneous2,604800,667
least_power_k,0.7,50,100,100,homogeneous2,604800,661
least_power_partition,0.7,50,100,100,homogeneous2,604800,660
least_power,0.8,50,100,100,homogeneous2,604800,672
least_power_k,0.8,50,100,100,homogeneous2,604800,668
least_power_partition,0.8,50,100,100,homogeneous2,604800,668
least_power,0.3,50,500,500,homogeneous,604800,-1
least_power_k,0.3,50,500,500,homogeneous,604800,-1
least_power_partition,0.3,50,500,500,homogeneous,604800,-1
least_power,0.4,50,500,500,homogeneous,604800,-1
least_power_k,0.4,50,500,500,homogeneous,604800,-1
least_power_partition,0.4,50,500,500,homogeneous,604800,-1
least_power,0.5,50,500,500,homogeneous,604800,618
least_power_k,0.5,50,500,500,homogeneous,604800,601
least_power_partition,0.5,50,500,500,homogeneous,604800,599
least_power,0.6,50,500,500,homogeneous,604800,631
least_power_k,0.6,50,500,500,homogeneous,604800,607
least_power_partition,0.6,50,500,500,homogeneous,604800,605
least_power,0.7,50,500,500,homogeneous,604800,654
least_power_k,0.7,50,500,500,homogeneous,604800,636
least_power_partition,0.7,50,500,500,homogeneous,604800,627
least_power,0.8,50,500,500,homogeneous,604800,658
least_power_k,0.8,50,500,500,homogeneous,604800,659
least_power_partition,0.8,50,500,500,homogeneous,604800,659
least_power,0.3,50,500,500,homogeneous2,604800,-1
least_power_k,0.3,50,500,500,homogeneous2,604800,-1
least_power_partition,0.3,50,500,500,homogeneous2,604800,602
least_power,0.4,50,500,500,homogeneous2,604800,620
least_power_k,0.4,50,500,500,homogeneous2,604800,-1
least_power_partition,0.4,50,500,500,homogeneous2,604800,607
least_power,0.5,50,500,500,homogeneous2,604800,642
least_power_k,0.5,50,500,500,homogeneous2,604800,626
least_power_partition,0.5,50,500,500,homogeneous2,604800,619
least_power,0.6,50,500,500,homogeneous2,604800,657
least_power_k,0.6,50,500,500,homogeneous2,604800,632
least_power_partition,0.6,50,500,500,homogeneous2,604800,628
least_power,0.7,50,500,500,homogeneous2,604800,671
least_power_k,0.7,50,500,500,homogeneous2,604800,656
least_power_partition,0.7,50,500,500,homogeneous2,604800,646
least_power,0.8,50,500,500,homogeneous2,604800,671
least_power_k,0.8,50,500,500,homogeneous2,604800,672
least_power_partition,0.8,50,500,500,homogeneous2,604800,672
least_power,0.3,50,1000,1000,homogeneous,604800,-1
least_power_k,0.3,50,1000,1000,homogeneous,604800,-1
least_power_partition,0.3,50,1000,1000,homogeneous,604800,-1
least_power,0.4,50,1000,1000,homogeneous,604800,-1
least_power_k,0.4,50,1000,1000,homogeneous,604800,-1
least_power_partition,0.4,50,1000,1000,homogeneous,604800,-1
least_power,0.5,50,1000,1000,homogeneous,604800,639
least_power_k,0.5,50,1000,1000,homogeneous,604800,620
least_power_partition,0.5,50,1000,1000,homogeneous,604800,614
least_power,0.6,50,1000,1000,homogeneous,604800,650
least_power_k,0.6,50,1000,1000,homogeneous,604800,642
least_power_partition,0.6,50,1000,1000,homogeneous,604800,633
least_power,0.7,50,1000,1000,homogeneous,604800,653
least_power_k,0.7,50,1000,1000,homogeneous,604800,655
least_power_partition,0.7,50,1000,1000,homogeneous,604800,655
least_power,0.8,50,1000,1000,homogeneous,604800,657
least_power_k,0.8,50,1000,1000,homogeneous,604800,658
least_power_partition,0.8,50,1000,1000,homogeneous,604800,658
least_power,0.3,50,1000,1000,homogeneous2,604800,-1
least_power_k,0.3,50,1000,1000,homogeneous2,604800,-1
least_power_partition,0.3,50,1000,1000,homogeneous2,604800,608
least_power,0.4,50,1000,1000,homogeneous2,604800,650
least_power_k,0.4,50,1000,1000,homogeneous2,604800,616
least_power_partition,0.4,50,1000,1000,homogeneous2,604800,611
least_power,0.5,50,1000,1000,homogeneous2,604800,661
least_power_k,0.5,50,1000,1000,homogeneous2,604800,641
least_power_partition,0.5,50,1000,1000,homogeneous2,604800,636
least_power,0.6,50,1000,1000,homogeneous2,604800,669
least_power_k,0.6,50,1000,1000,homogeneous2,604800,659
least_power_partition,0.6,50,1000,1000,homogeneous2,604800,650
least_power,0.7,50,1000,1000,homogeneous2,604800,669
least_power_k,0.7,50,1000,1000,homogeneous2,604800,671
least_power_partition,0.7,50,1000,1000,homogeneous2,604800,671
least_power,0.8,50,1000,1000,homogeneous2,604800,669
least_power_k,0.8,50,1000,1000,homogeneous2,604800,671
least_power_partition,0.8,50,1000,1000,homogeneous2,604800,671
least_power,0.3,100,10,10,homogeneous,604800,-1
least_power_k,0.3,100,10,10,homogeneous,604800,-1
least_power_partition,0.3,100,10,10,homogeneous,604800,-1
least_power,0.4,100,10,10,homogeneous,604800,-1
least_power_k,0.4,100,10,10,homogeneous,604800,-1
least_power_partition,0.4,100,10,10,homogeneous,604800,-1
least_power,0.5,100,10,10,homogeneous,604800,-1
least_power_k,0.5,100,10,10,homogeneous,604800,-1
least_power_partition,0.5,100,10,10,homogeneous,604800,-1
least_power,0.6,100,10,10,homogeneous,604800,-1
least_power_k,0.6,100,10,10,homogeneous,604800,-1
least_power_partition,0.6,100,10,10,homogeneous,604800,-1
least_power,0.7,100,10,10,homogeneous,604800,-1
least_power_k,0.7,100,10,10,homogeneous,604800,-1
least_power_partition,0.7,100,10,10,homogeneous,604800,-1
least_power,0.8,100,10,10,homogeneous,604800,-1
least_power_k,0.8,100,10,10,homogeneous,604800,-1
least_power_partition,0.8,100,10,10,homogeneous,604800,-1
least_power,0.3,100,10,10,homogeneous2,604800,-1
least_power_k,0.3,100,10,10,homogeneous2,604800,-1
least_power_partition,0.3,100,10,10,homogeneous2,604800,-1
least_power,0.4,100,10,10,homogeneous2,604800,-1
least_power_k,0.4,100,10,10,homogeneous2,604800,-1
least_power_partition,0.4,100,10,10,homogeneous2,604800,-1
least_power,0.5,100,10,10,homogeneous2,604800,-1
least_power_k,0.5,100,10,10,homogeneous2,604800,-1
least_power_partition,0.5,100,10,10,homogeneous2,604800,-1
least_power,0.6,100,10,10,homogeneous2,604800,-1
least_power_k,0.6,100,10,10,homogeneous2,604800,-1
least_power_partition,0.6,100,10,10,homogeneous2,604800,-1
least_power,0.7,100,10,10,homogeneous2,604800,-1
least_power_k,0.7,100,10,10,homogeneous2,604800,-1
least_power_partition,0.7,100,10,10,homogeneous2,604800,-1
least_power,0.8,100,10,10,homogeneous2,604800,-1
least_power_k,0.8,100,10,10,homogeneous2,604800,-1
least_power_partition,0.8,100,10,10,homogeneous2,604800,-1
least_power,0.3,100,100,100,homogeneous,604800,-1
least_power_k,0.3,100,100,100,homogeneous,604800,-1
least_power_partition,0.3,100,100,100,homogeneous,604800,-1
least_power,0.4,100,100,100,homogeneous,604800,-1
least_power_k,0.4,100,100,100,homogeneous,604800,-1
least_power_partition,0.4,100,100,100,homogeneous,604800,-1
least_power,0.5,100,100,100,homogeneous,604800,-1
least_power_k,0.5,100,100,100,homogeneous,604800,-1
least_power_partition,0.5,100,100,100,homogeneous,604800,-1
least_power,0.6,100,100,100,homogeneous,604800,-1
least_power_k,0.6,100,100,100,homogeneous,604800,-1
least_power_partition,0.6,100,100,100,homogeneous,604800,-1
least_power,0.7,100,100,100,homogeneous,604800,-1
least_power_k,0.7,100,100,100,homogeneous,604800,-1
least_power_partition,0.7,100,100,100,homogeneous,604800,-1
least_power,0.8,100,100,100,homogeneous,604800,-1
least_power_k,0.8,100,100,100,homogeneous,604800,-1
least_power_partition,0.8,100,100,100,homogeneous,604800,-1
least_power,0.3,100,100,100,homogeneous2,604800,-1
least_power_k,0.3,100,100,100,homogeneous2,604800,-1
least_power_partition,0.3,100,100,100,homogeneous2,604800,-1
least_power,0.4,100,100,100,homogeneous2,604800,-1
least_power_k,0.4,100,100,100,homogeneous2,604800,-1
least_power_partition,0.4,100,100,100,homogeneous2,604800,-1
least_power,0.5,100,100,100,homogeneous2,604800,-1
least_power_k,0.5,100,100,100,homogeneous2,604800,-1
least_power_partition,0.5,100,100,100,homogeneous2,604800,-1
least_power,0.6,100,100,100,homogeneous2,604800,-1
least_power_k,0.6,100,100,100,homogeneous2,604800,-1
least_power_partition,0.6,100,100,100,homogeneous2,604800,-1
least_power,0.7,100,100,100,homogeneous2,604800,-1
least_power_k,0.7,100,100,100,homogeneous2,604800,-1
