UAV_method,start_threshold,number_nodes,ground_width,ground_height,network_type,time_limit,number_task
least_power,0.4,10,500,500,homogeneous,604800,16
least_power_k,0.4,10,500,500,homogeneous,604800,16
least_power_partition,0.4,10,500,500,homogeneous,604800,16
least_power,0.5,10,500,500,homogeneous,604800,19
least_power_k,0.5,10,500,500,homogeneous,604800,18
least_power_partition,0.5,10,500,500,homogeneous,604800,19
least_power,0.6,10,500,500,homogeneous,604800,22
least_power_k,0.6,10,500,500,homogeneous,604800,21
least_power_partition,0.6,10,500,500,homogeneous,604800,21
least_power,0.7,10,500,500,homogeneous,604800,26
least_power_k,0.7,10,500,500,homogeneous,604800,25
least_power_partition,0.7,10,500,500,homogeneous,604800,25
least_power,0.8,10,500,500,homogeneous,604800,31
least_power_k,0.8,10,500,500,homogeneous,604800,31
least_power_partition,0.8,10,500,500,homogeneous,604800,31
least_power,0.3,10,500,500,homogeneous2,604800,15
least_power_k,0.3,10,500,500,homogeneous2,604800,15
least_power_partition,0.3,10,500,500,homogeneous2,604800,15
least_power,0.4,10,500,500,homogeneous2,604800,17
least_power_k,0.4,10,500,500,homogeneous2,604800,17
least_power_partition,0.4,10,500,500,homogeneous2,604800,17
least_power,0.5,10,500,500,homogeneous2,604800,19
least_power_k,0.5,10,500,500,homogeneous2,604800,19
least_power_partition,0.5,10,500,500,homogeneous2,604800,19
least_power,0.6,10,500,500,homogeneous2,604800,22
least_power_k,0.6,10,500,500,homogeneous2,604800,22
least_power_partition,0.6,10,500,500,homogeneous2,604800,22
least_power,0.7,10,500,500,homogeneous2,604800,26
least_power_k,0.7,10,500,500,homogeneous2,604800,26
least_power_partition,0.7,10,500,500,homogeneous2,604800,26
least_power,0.8,10,500,500,homogeneous2,604800,32
least_power_k,0.8,10,500,500,homogeneous2,604800,32
least_power_partition,0.8,10,500,500,homogeneous2,604800,32
least_power,0.3,10,1000,1000,homogeneous,604800,15
least_power_k,0.3,10,1000,1000,homogeneous,604800,15
least_power_partition,0.3,10,1000,1000,homogeneous,604800,15
least_power,0.4,10,1000,1000,homogeneous,604800,17
least_power_k,0.4,10,1000,1000,homogeneous,604800,17
least_power_partition,0.4,10,1000,1000,homogeneous,604800,17
least_power,0.5,10,1000,1000,homogeneous,604800,19
least_power_k,0.5,10,1000,1000,homogeneous,604800,19
least_power_partition,0.5,10,1000,1000,homogeneous,604800,19
least_power,0.6,10,1000,1000,homogeneous,604800,22
least_power_k,0.6,10,1000,1000,homogeneous,604800,22
least_power_partition,0.6,10,1000,1000,homogeneous,604800,22
least_power,0.7,10,1000,1000,homogeneous,604800,26
least_power_k,0.7,10,1000,1000,homogeneous,604800,26
least_power_partition,0.7,10,1000,1000,homogeneous,604800,26
least_power,0.8,10,1000,1000,homogeneous,604800,32
least_power_k,0.8,10,1000,1000,homogeneous,604800,32
least_power_partition,0.8,10,1000,1000,homogeneous,604800,32
least_power,0.3,10,1000,1000,homogeneous2,604800,15
least_power_k,0.3,10,1000,1000,homogeneous2,604800,15
least_power_partition,0.3,10,1000,1000,homogeneous2,604800,15
least_power,0.4,10,1000,1000,homogeneous2,604800,17
least_power_k,0.4,10,1000,1000,homogeneous2,604800,17
least_power_partition,0.4,10,1000,1000,homogeneous2,604800,17
least_power,0.5,10,1000,1000,homogeneous2,604800,20
least_power_k,0.5,10,1000,1000,homogeneous2,604800,19
least_power_partition,0.5,10,1000,1000,homogeneous2,604800,19
least_power,0.6,10,1000,1000,homogeneous2,604800,22
least_power_k,0.6,10,1000,1000,homogeneous2,604800,22
least_power_partition,0.6,10,1000,1000,homogeneous2,604800,22
least_power,0.7,10,1000,1000,homogeneous2,604800,27
least_power_k,0.7,10,1000,1000,homogeneous2,604800,26
least_power_partition,0.7,10,1000,1000,homogeneous2,604800,26
least_power,0.8,10,1000,1000,homogeneous2,604800,32
least_power_k,0.8,10,1000,1000,homogeneous2,604800,32
least_power_partition,0.8,10,1000,1000,homogeneous2,604800,32
least_power,0.3,20,10,10,homogeneous,604800,24
least_power_k,0.3,20,10,10,homogeneous,604800,24
least_power_partition,0.3,20,10,10,homogeneous,604800,24
least_power,0.4,20,10,10,homogeneous,604800,26
least_power_k,0.4,20,10,10,homogeneous,604800,26
least_power_partition,0.4,20,10,10,homogeneous,604800,26
least_power,0.5,20,10,10,homogeneous,604800,20
least_power_k,0.5,20,10,10,homogeneous,604800,20
least_power_partition,0.5,20,10,10,homogeneous,604800,20
least_power,0.6,20,10,10,homogeneous,604800,23
least_power_k,0.6,20,10,10,homogeneous,604800,23
least_power_partition,0.6,20,10,10,homogeneous,604800,23
least_power,0.7,20,10,10,homogeneous,604800,27
least_power_k,0.7,20,10,10,homogeneous,604800,27
least_power_partition,0.7,20,10,10,homogeneous,604800,27
least_power,0.8,20,10,10,homogeneous,604800,33
least_power_k,0.8,20,10,10,homogeneous,604800,34
least_power_partition,0.8,20,10,10,homogeneous,604800,34
least_power,0.3,20,10,10,homogeneous2,604800,24
least_power_k,0.3,20,10,10,homogeneous2,604800,25
least_power_partition,0.3,20,10,10,homogeneous2,604800,25
least_power,0.4,20,10,10,homogeneous2,604800,21
least_power_k,0.4,20,10,10,homogeneous2,604800,21
least_power_partition,0.4,20,10,10,homogeneous2,604800,21
least_power,0.5,20,10,10,homogeneous2,604800,21
least_power_k,0.5,20,10,10,homogeneous2,604800,21
least_power_partition,0.5,20,10,10,homogeneous2,604800,21
least_power,0.6,20,10,10,homogeneous2,604800,23
least_power_k,0.6,20,10,10,homogeneous2,604800,23
least_power_partition,0.6,20,10,10,homogeneous2,604800,24
least_power,0.7,20,10,10,homogeneous2,604800,28
least_power_k,0.7,20,10,10,homogeneous2,604800,28
least_power_partition,0.7,20,10,10,homogeneous2,604800,28
least_power,0.8,20,10,10,homogeneous2,604800,34
least_power_k,0.8,20,10,10,homogeneous2,604800,34
least_power_partition,0.8,20,10,10,homogeneous2,604800,34
least_power,0.3,20,100,100,homogeneous,604800,24
least_power_k,0.3,20,100,100,homogeneous,604800,24
least_power_partition,0.3,20,100,100,homogeneous,604800,24
least_power,0.4,20,100,100,homogeneous,604800,26
least_power_k,0.4,20,100,100,homogeneous,604800,26
least_power_partition,0.4,20,100,100,homogeneous,604800,26
least_power,0.5,20,100,100,homogeneous,604800,21
least_power_k,0.5,20,100,100,homogeneous,604800,21
least_power_partition,0.5,20,100,100,homogeneous,604800,21
least_power,0.6,20,100,100,homogeneous,604800,23
least_power_k,0.6,20,100,100,homogeneous,604800,23
least_power_partition,0.6,20,100,100,homogeneous,604800,23
least_power,0.7,20,100,100,homogeneous,604800,27
least_power_k,0.7,20,100,100,homogeneous,604800,27
least_power_partition,0.7,20,100,100,homogeneous,604800,27
least_power,0.8,20,100,100,homogeneous,604800,33
least_power_k,0.8,20,100,100,homogeneous,604800,33
least_power_partition,0.8,20,100,100,homogeneous,604800,33
least_power,0.3,20,100,100,homogeneous2,604800,25
least_power_k,0.3,20,100,100,homogeneous2,604800,25
least_power_partition,0.3,20,100,100,homogeneous2,604800,25
least_power,0.4,20,100,100,homogeneous2,604800,27
least_power_k,0.4,20,100,100,homogeneous2,604800,27
least_power_partition,0.4,20,100,100,homogeneous2,604800,27
least_power,0.5,20,100,100,homogeneous2,604800,21
least_power_k,0.5,20,100,100,homogeneous2,604800,21
least_power_partition,0.5,20,100,100,homogeneous2,604800,21
least_power,0.6,20,100,100,homogeneous2,604800,24
least_power_k,0.6,20,100,100,homogeneous2,604800,24
least_power_partition,0.6,20,100,100,homogeneous2,604800,24
least_power,0.7,20,100,100,homogeneous2,604800,28
least_power_k,0.7,20,100,100,homogeneous2,604800,28
least_power_partition,0.7,20,100,100,homogeneous2,604800,28
least_power,0.8,20,100,100,homogeneous2,604800,34
least_power_k,0.8,20,100,100,homogeneous2,604800,34
least_power_partition,0.8,20,100,100,homogeneous2,604800,34
least_power,0.3,20,500,500,homogeneous,604800,24
least_power_k,0.3,20,500,500,homogeneous,604800,24
least_power_partition,0.3,20,500,500,homogeneous,604800,24
least_power,0.4,20,500,500,homogeneous,604800,26
least_power_k,0.4,20,500,500,homogeneous,604800,26
least_power_partition,0.4,20,500,500,homogeneous,604800,26
least_power,0.5,20,500,500,homogeneous,604800,22
least_power_k,0.5,20,500,500,homogeneous,604800,22
least_power_partition,0.5,20,500,500,homogeneous,604800,22
least_power,0.6,20,500,500,homogeneous,604800,24
least_power_k,0.6,20,500,500,homogeneous,604800,24
least_power_partition,0.6,20,500,500,homogeneous,604800,23
least_power,0.7,20,500,500,homogeneous,604800,28
least_power_k,0.7,20,500,500,homogeneous,604800,28
least_power_partition,0.7,20,500,500,homogeneous,604800,28
least_power,0.8,20,500,500,homogeneous,604800,35
least_power_k,0.8,20,500,500,homogeneous,604800,34
least_power_partition,0.8,20,500,500,homogeneous,604800,34
least_power,0.3,20,500,500,homogeneous2,604800,26
least_power_k,0.3,20,500,500,homogeneous2,604800,26
least_power_partition,0.3,20,500,500,homogeneous2,604800,25
least_power,0.4,20,500,500,homogeneous2,604800,27
least_power_k,0.4,20,500,500,homogeneous2,604800,27
least_power_partition,0.4,20,500,500,homogeneous2,604800,22
least_power,0.5,20,500,500,homogeneous2,604800,24
least_power_k,0.5,20,500,500,homogeneous2,604800,23
least_power_partition,0.5,20,500,500,homogeneous2,604800,23
least_power,0.6,20,500,500,homogeneous2,604800,25
least_power_k,0.6,20,500,500,homogeneous2,604800,25
least_power_partition,0.6,20,500,500,homogeneous2,604800,24
least_power,0.7,20,500,500,homogeneous2,604800,29
least_power_k,0.7,20,500,500,homogeneous2,604800,29
least_power_partition,0.7,20,500,500,homogeneous2,604800,28
least_power,0.8,20,500,500,homogeneous2,604800,36
least_power_k,0.8,20,500,500,homogeneous2,604800,35
least_power_partition,0.8,20,500,500,homogeneous2,604800,35
least_power,0.3,20,1000,1000,homogeneous,604800,26
least_power_k,0.3,20,1000,1000,homogeneous,604800,25
least_power_partition,0.3,20,1000,1000,homogeneous,604800,24
least_power,0.4,20,1000,1000,homogeneous,604800,28
least_power_k,0.4,20,1000,1000,homogeneous,604800,28
least_power_partition,0.4,20,1000,1000,homogeneous,604800,27
least_power,0.5,20,1000,1000,homogeneous,604800,30
least_power_k,0.5,20,1000,1000,homogeneous,604800,24
least_power_partition,0.5,20,1000,1000,homogeneous,604800,23
least_power,0.6,20,1000,1000,homogeneous,604800,27
least_power_k,0.6,20,1000,1000,homogeneous,604800,26
least_power_partition,0.6,20,1000,1000,homogeneous,604800,25
least_power,0.7,20,1000,1000,homogeneous,604800,31
least_power_k,0.7,20,1000,1000,homogeneous,604800,29
least_power_partition,0.7,20,1000,1000,homogeneous,604800,29
least_power,0.8,20,1000,1000,homogeneous,604800,38
least_power_k,0.8,20,1000,1000,homogeneous,604800,36
least_power_partition,0.8,20,1000,1000,homogeneous,604800,35
least_power,0.3,20,1000,1000,homogeneous2,604800,26
least_power_k,0.3,20,1000,1000,homogeneous2,604800,26
least_power_partition,0.3,20,1000,1000,homogeneous2,604800,26
least_power,0.4,20,1000,1000,homogeneous2,604800,28
least_power_k,0.4,20,1000,1000,homogeneous2,604800,28
least_power_partition,0.4,20,1000,1000,homogeneous2,604800,28
least_power,0.5,20,1000,1000,homogeneous2,604800,25
least_power_k,0.5,20,1000,1000,homogeneous2,604800,25
least_power_partition,0.5,20,1000,1000,homogeneous2,604800,24
least_power,0.6,20,1000,1000,homogeneous2,604800,28
least_power_k,0.6,20,1000,1000,homogeneous2,604800,27
least_power_partition,0.6,20,1000,1000,homogeneous2,604800,26
least_power,0.7,20,1000,1000,homogeneous2,604800,31
least_power_k,0.7,20,1000,1000,homogeneous2,604800,31
least_power_partition,0.7,20,1000,1000,homogeneous2,604800,30
least_power,0.8,20,1000,1000,homogeneous2,604800,39
least_power_k,0.8,20,1000,1000,homogeneous2,604800,37
least_power_partition,0.8,20,1000,1000,homogeneous2,604800,37
least_power,0.3,50,10,10,homogeneous,604800,-1
least_power_k,0.3,50,10,10,homogeneous,604800,-1
least_power_partition,0.3,50,10,10,homogeneous,604800,-1
least_power,0.4,50,10,10,homogeneous,604800,-1
least_power_k,0.4,50,10,10,homogeneous,604800,-1
least_power_partition,0.4,50,10,10,homogeneous,604800,-1
least_power,0.5,50,10,10,homogeneous,604800,50
least_power_k,0.5,50,10,10,homogeneous,604800,50
least_power_partition,0.5,50,10,10,homogeneous,604800,50
least_power,0.6,50,10,10,homogeneous,604800,50
least_power_k,0.6,50,10,10,homogeneous,604800,50
least_power_partition,0.6,50,10,10,homogeneous,604800,51
least_power,0.7,50,10,10,homogeneous,604800,51
least_power_k,0.7,50,10,10,homogeneous,604800,51
least_power_partition,0.7,50,10,10,homogeneous,604800,51
least_power,0.8,50,10,10,homogeneous,604800,51
least_power_k,0.8,50,10,10,homogeneous,604800,51
least_power_partition,0.8,50,10,10,homogeneous,604800,51
least_power,0.3,50,10,10,homogeneous2,604800,51
least_power_k,0.3,50,10,10,homogeneous2,604800,51
least_power_partition,0.3,50,10,10,homogeneous2,604800,-1
least_power,0.4,50,10,10,homogeneous2,604800,51
least_power_k,0.4,50,10,10,homogeneous2,604800,51
least_power_partition,0.4,50,10,10,homogeneous2,604800,51
least_power,0.5,50,10,10,homogeneous2,604800,51
least_power_k,0.5,50,10,10,homogeneous2,604800,51
least_power_partition,0.5,50,10,10,homogeneous2,604800,52
least_power,0.6,50,10,10,homogeneous2,604800,52
least_power_k,0.6,50,10,10,homogeneous2,604800,52
least_power_partition,0.6,50,10,10,homogeneous2,604800,52
least_power,0.7,50,10,10,homogeneous2,604800,52
least_power_k,0.7,50,10,10,homogeneous2,604800,52
least_power_partition,0.7,50,10,10,homogeneous2,604800,52
least_power,0.8,50,10,10,homogeneous2,604800,52
least_power_k,0.8,50,10,10,homogeneous2,604800,52
least_power_partition,0.8,50,10,10,homogeneous2,604800,52
least_power,0.3,50,100,100,homogeneous,604800,-1
least_power_k,0.3,50,100,100,homogeneous,604800,-1
least_power_partition,0.3,50,100,100,homogeneous,604800,-1
least_power,0.4,50,100,100,homogeneous,604800,-1
least_power_k,0.4,50,100,100,homogeneous,604800,-1
least_power_partition,0.4,50,100,100,homogeneous,604800,-1
least_power,0.5,50,100,100,homogeneous,604800,51
least_power_k,0.5,50,100,100,homogeneous,604800,51
least_power_partition,0.5,50,100,100,homogeneous,604800,50
least_power,0.6,50,100,100,homogeneous,604800,52
least_power_k,0.6,50,100,100,homogeneous,604800,52
least_power_partition,0.6,50,100,100,homogeneous,604800,51
least_power,0.7,50,100,100,homogeneous,604800,53
least_power_k,0.7,50,100,100,homogeneous,604800,53
least_power_partition,0.7,50,100,100,homogeneous,604800,52
least_power,0.8,50,100,100,homogeneous,604800,54
least_power_k,0.8,50,100,100,homogeneous,604800,53
least_power_partition,0.8,50,100,100,homogeneous,604800,52
least_power,0.3,50,100,100,homogeneous2,604800,52
least_power_k,0.3,50,100,100,homogeneous2,604800,52
least_power_partition,0.3,50,100,100,homogeneous2,604800,-1
least_power,0.4,50,100,100,homogeneous2,604800,52
least_power_k,0.4,50,100,100,homogeneous2,604800,52
least_power_partition,0.4,50,100,100,homogeneous2,604800,52
least_power,0.5,50,100,100,homogeneous2,604800,52
least_power_k,0.5,50,100,100,homogeneous2,604800,52
least_power_partition,0.5,50,100,100,homogeneous2,604800,52
least_power,0.6,50,100,100,homogeneous2,604800,53
least_power_k,0.6,50,100,100,homogeneous2,604800,53
least_power_partition,0.6,50,100,100,homogeneous2,604800,53
least_power,0.7,50,100,100,homogeneous2,604800,54
least_power_k,0.7,50,100,100,homogeneous2,604800,54
least_power_partition,0.7,50,100,100,homogeneous2,604800,53
least_power,0.8,50,100,100,homogeneous2,604800,55
least_power_k,0.8,50,100,100,homogeneous2,604800,55
least_power_partition,0.8,50,100,100,homogeneous2,604800,54
least_power,0.3,50,500,500,homogeneous,604800,-1
least_power_k,0.3,50,500,500,homogeneous,604800,-1
least_power_partition,0.3,50,500,500,homogeneous,604800,-1
least_power,0.4,50,500,500,homogeneous,604800,-1
least_power_k,0.4,50,500,500,homogeneous,604800,-1
least_power_partition,0.4,50,500,500,homogeneous,604800,-1
least_power,0.5,50,500,500,homogeneous,604800,-1
least_power_k,0.5,50,500,500,homogeneous,604800,-1
least_power_partition,0.5,50,500,500,homogeneous,604800,-1
least_power,0.6,50,500,500,homogeneous,604800,57
least_power_k,0.6,50,500,500,homogeneous,604800,56
least_power_partition,0.6,50,500,500,homogeneous,604800,55
least_power,0.7,50,500,500,homogeneous,604800,59
least_power_k,0.7,50,500,500,homogeneous,604800,58
least_power_partition,0.7,50,500,500,homogeneous,604800,56
least_power,0.8,50,500,500,homogeneous,604800,62
least_power_k,0.8,50,500,500,homogeneous,604800,62
least_power_partition,0.8,50,500,500,homogeneous,604800,59
least_power,0.3,50,500,500,homogeneous2,604800,54
least_power_k,0.3,50,500,500,homogeneous2,604800,54
least_power_partition,0.3,50,500,500,homogeneous2,604800,-1
least_power,0.4,50,500,500,homogeneous2,604800,56
least_power_k,0.4,50,500,500,homogeneous2,604800,55
least_power_partition,0.4,50,500,500,homogeneous2,604800,-1
least_power,0.5,50,500,500,homogeneous2,604800,57
least_power_k,0.5,50,500,500,homogeneous2,604800,56
least_power_partition,0.5,50,500,500,homogeneous2,604800,55
least_power,0.6,50,500,500,homogeneous2,604800,58
least_power_k,0.6,50,500,500,homogeneous2,604800,57
least_power_partition,0.6,50,500,500,homogeneous2,604800,56
least_power,0.7,50,500,500,homogeneous2,604800,61
least_power_k,0.7,50,500,500,homogeneous2,604800,60
least_power_partition,0.7,50,500,500,homogeneous2,604800,57
least_power,0.8,50,500,500,homogeneous2,604800,65
least_power_k,0.8,50,500,500,homogeneous2,604800,64
least_power_partition,0.8,50,500,500,homogeneous2,604800,60
least_power,0.3,50,1000,1000,homogeneous,604800,-1
least_power_k,0.3,50,1000,1000,homogeneous,604800,-1
least_power_partition,0.3,50,1000,1000,homogeneous,604800,-1
least_power,0.4,50,1000,1000,homogeneous,604800,-1
least_power_k,0.4,50,1000,1000,homogeneous,604800,-1
least_power_partition,0.4,50,1000,1000,homogeneous,604800,-1
least_power,0.5,50,1000,1000,homogeneous,604800,-1
least_power_k,0.5,50,1000,1000,homogeneous,604800,-1
least_power_partition,0.5,50,1000,1000,homogeneous,604800,-1
least_power,0.6,50,1000,1000,homogeneous,604800,62
least_power_k,0.6,50,1000,1000,homogeneous,604800,62
least_power_partition,0.6,50,1000,1000,homogeneous,604800,58
least_power,0.7,50,1000,1000,homogeneous,604800,65
least_power_k,0.7,50,1000,1000,homogeneous,604800,65
least_power_partition,0.7,50,1000,1000,homogeneous,604800,61
least_power,0.8,50,1000,1000,homogeneous,604800,65
least_power_k,0.8,50,1000,1000,homogeneous,604800,65
least_power_partition,0.8,50,1000,1000,homogeneous,604800,65
least_power,0.3,50,1000,1000,homogeneous2,604800,-1
least_power_k,0.3,50,1000,1000,homogeneous2,604800,-1
least_power_partition,0.3,50,1000,1000,homogeneous2,604800,-1
least_power,0.4,50,1000,1000,homogeneous2,604800,-1
least_power_k,0.4,50,1000,1000,homogeneous2,604800,-1
least_power_partition,0.4,50,1000,1000,homogeneous2,604800,-1
least_power,0.5,50,1000,1000,homogeneous2,604800,62
least_power_k,0.5,50,1000,1000,homogeneous2,604800,60
least_power_partition,0.5,50,1000,1000,homogeneous2,604800,59
least_power,0.6,50,1000,1000,homogeneous2,604800,65
least_power_k,0.6,50,1000,1000,homogeneous2,604800,62
least_power_partition,0.6,50,1000,1000,homogeneous2,604800,60
least_power,0.7,50,1000,1000,homogeneous2,604800,67
least_power_k,0.7,50,1000,1000,homogeneous2,604800,66
least_power_partition,0.7,50,1000,1000,homogeneous2,604800,64
least_power,0.8,50,1000,1000,homogeneous2,604800,67
least_power_k,0.8,50,1000,1000,homogeneous2,604800,67
least_power_partition,0.8,50,1000,1000,homogeneous2,604800,66
least_power,0.3,100,10,10,homogeneous,604800,-1
least_power_k,0.3,100,10,10,homogeneous,604800,-1
least_power_partition,0.3,100,10,10,homogeneous,604800,-1
least_power,0.4,100,10,10,homogeneous,604800,-1
least_power_k,0.4,100,10,10,homogeneous,604800,-1
least_power_partition,0.4,100,10,10,homogeneous,604800,-1
least_power,0.5,100,10,10,homogeneous,604800,-1
least_power_k,0.5,100,10,10,homogeneous,604800,-1
least_power_partition,0.5,100,10,10,homogeneous,604800,-1
least_power,0.6,100,10,10,homogeneous,604800,-1
least_power_k,0.6,100,10,10,homogeneous,604800,-1
least_power_partition,0.6,100,10,10,homogeneous,604800,-1
least_power,0.7,100,10,10,homogeneous,604800,-1
least_power_k,0.7,100,10,10,homogeneous,604800,-1
least_power_partition,0.7,100,10,10,homogeneous,604800,-1
least_power,0.8,100,10,10,homogeneous,604800,-1
least_power_k,0.8,100,10,10,homogeneous,604800,-1
least_power_partition,0.8,100,10,10,homogeneous,604800,-1
least_power,0.3,100,10,10,homogeneous2,604800,-1
least_power_k,0.3,100,10,10,homogeneous2,604800,-1
least_power_partition,0.3,100,10,10,homogeneous2,604800,-1
least_power,0.4,100,10,10,homogeneous2,604800,-1
least_power_k,0.4,100,10,10,homogeneous2,604800,-1
least_power_partition,0.4,100,10,10,homogeneous2,604800,-1
least_power,0.5,100,10,10,homogeneous2,604800,-1
least_power_k,0.5,100,10,10,homogeneous2,604800,-1
least_power_partition,0.5,100,10,10,homogeneous2,604800,-1
least_power,0.6,100,10,10,homogeneous2,604800,-1
least_power_k,0.6,100,10,10,homogeneous2,604800,-1
least_power_partition,0.6,100,10,10,homogeneous2,604800,-1
least_power,0.7,100,10,10,homogeneous2,604800,-1
least_power_k,0.7,100,10,10,homogeneous2,604800,-1
least_power_partition,0.7,100,10,10,homogeneous2,604800,-1
least_power,0.8,100,10,10,homogeneous2,604800,-1
least_power_k,0.8,100,10,10,homogeneous2,604800,-1
least_power_partition,0.8,100,10,10,homogeneous2,604800,-1
least_power,0.3,100,100,100,homogeneous,604800,-1
least_power_k,0.3,100,100,100,homogeneous,604800,-1
least_power_partition,0.3,100,100,100,homogeneous,604800,-1
least_power,0.4,100,100,100,homogeneous,604800,-1
least_power_k,0.4,100,100,100,homogeneous,604800,-1
least_power_partition,0.4,100,100,100,homogeneous,604800,-1
least_power,0.5,100,100,100,homogeneous,604800,-1
least_power_k,0.5,100,100,100,homogeneous,604800,-1
least_power_partition,0.5,100,100,100,homogeneous,604800,-1
least_power,0.6,100,100,100,homogeneous,604800,-1
least_power_k,0.6,100,100,100,homogeneous,604800,-1
least_power_partition,0.6,100,100,100,homogeneous,604800,-1
least_power,0.7,100,100,100,homogeneous,604800,-1
least_power_k,0.7,100,100,100,homogeneous,604800,-1
least_power_partition,0.7,100,100,100,homogeneous,604800,-1
least_power,0.8,100,100,100,homogeneous,604800,-1
least_power_k,0.8,100,100,100,homogeneous,604800,-1
least_power_partition,0.8,100,100,100,homogeneous,604800,-1
least_power,0.3,100,100,100,homogeneous2,604800,-1
least_power_k,0.3,100,100,100,homogeneous2,604800,-1
least_power_partition,0.3,100,100,100,homogeneous2,604800,-1
least_power,0.4,100,100,100,homogeneous2,604800,-1
least_power_k,0.4,100,100,100,homogeneous2,604800,-1
least_power_partition,0.4,100,100,100,homogeneous2,604800,-1
least_power,0.5,100,100,100,homogeneous2,604800,-1
least_power_k,0.5,100,100,100,homogeneous2,604800,-1
least_power_partition,0.5,100,100,100,homogeneous2,604800,-1
least_power,0.6,100,100,100,homogeneous2,604800,-1
least_power_k,0.6,100,100,100,homogeneous2,604800,-1
least_power_partition,0.6,100,100,100,homogeneous2,604800,-1
least_power,0.7,100,100,100,homogeneous2,604800,-1
least_power_k,0.7,100,100,100,homogeneous2,604800,-1
